language,word_form,lwt_code,lwt_label,word_meaning_relation
Dutch,nicht,2.55,the sibling’s child,NA
Dutch,nier,4.451,the kidney,NA
Dutch,niet,24.06,not,NA
Dutch,niets,24.14,nothing,NA
Dutch,nieuw,14.13,new,NA
Dutch,niezen,4.54,to sneeze,NA
Dutch,noemen,18.42,to call(2),NA
Dutch,nok,7.53,the ridgepole,NA
Dutch,noodzaak,17.45,the need or necessity,NA
Dutch,nooit,14.34,never,NA
Dutch,noorden,12.47,the north,NA
Dutch,noorderlicht,1.771,the arctic lights,NA
Dutch,noot,5.77,the nut,NA
Dutch,nu,14.18,now,NA
Dutch,nul,13,zero,NA
Dutch,nummerplaat,23.35,the license plate,NA
Dutch,oceaan,1.329,the ocean,NA
Dutch,ochtend,14.44,the morning,NA
Dutch,ochtendgloren,14.43,the dawn,NA
Dutch,oever,1.27,the shore,NA
Dutch,of,17.54,or,NA
Dutch,offer,22.15,the sacrifice,NA
Dutch,oksel,4.312,the armpit,NA
Dutch,olie,5.79,the oil,NA
Dutch,olifant,3.77,the elephant,NA
Dutch,olijf,5.78,the olive,NA
Dutch,omdat,17.52,because,NA
Dutch,omdraaien,10.12,to turn,NA
Dutch,omhelzen,16.3,to embrace,NA
Dutch,omhoog,12.08,up,NA
Dutch,omlaag,12.03,down,NA
Dutch,onder,12.07,under,NA
Dutch,onderwijzen,17.25,to teach,NA
Dutch,ondiep,12.68,shallow,NA
Dutch,onduidelijk,17.35,obscure,NA
Dutch,ongeluk,16.19,the bad luck,NA
Dutch,onmiddellijk,14.19,immediately,NA
Dutch,onrijp,5.124,unripe,NA
Dutch,onschuldig,21.36,innocent,NA
Dutch,ontbijt,5.42,the breakfast,NA
Dutch,ontginnen,8.15,to cultivate,NA
Dutch,ontkennen,18.34,to deny,NA
Dutch,ontmoeten,19.65,to meet,NA
Dutch,oog,4.21,the eye,NA
Dutch,ooghaar,4.214,the eyelash,NA
Dutch,ooglid,4.213,the eyelid,NA
Dutch,oogst,8.41,the harvest,NA
Dutch,ooi,3.28,the ewe,NA
Dutch,oom,2.51,the uncle,NA
Dutch,oom,2.511,the mother's brother,NA
Dutch,oom,2.512,the father's brother,NA
Dutch,oor,4.22,the ear,NA
Dutch,oorbel,6.77,the earring,NA
Dutch,oorlel,4.221,the earlobe,NA
Dutch,oorlog,20.13,the war or battle,NA
Dutch,oorsmeer,4.222,the earwax,NA
Dutch,oorzaak,17.42,the cause,NA
Dutch,oosten,12.45,the east,NA
Dutch,op,12.013,at,NA
Dutch,opdragen,19.45,to command or order,NA
Dutch,openen,12.24,to open,NA
Dutch,ophangen,9.341,to hang up,NA
Dutch,ophouden,14.28,to cease,NA
Dutch,opkomen,10.21,to rise,NA
Dutch,opnieuw,14.35,again,NA
Dutch,opossum,3.622,the opossum,NA
Dutch,opscheppen,18.45,to boast,NA
Dutch,opstapelen,12.213,to pile up,NA
Dutch,optillen,10.22,to raise or lift,NA
Dutch,optillen,12.212,to pick up,NA
Dutch,os,3.22,the ox,NA
Dutch,oud,14.15,old,NA
Dutch,ouders,2.37,the parents,NA
Dutch,outrigger,10.832,the outrigger,NA
Dutch,oven,5.25,the oven,NA
Dutch,overblijfels,12.17,the remains,NA
Dutch,overmorgen,14.481,the day after tomorrow,NA
Dutch,overspel,21.43,the adultery,NA
Dutch,overwinning,20.41,the victory,NA
Dutch,paal,7.56,the post or pole,NA
Dutch,paar,13.37,the pair,NA
Dutch,paard,3.41,the horse,NA
Dutch,pad,10.72,the path,NA
Dutch,paddenstoel,8.98,the mushroom,NA
Dutch,paling,3.665,the freshwater eel,NA
Dutch,palm (1),4.331,the palm of the hand,NA
Dutch,palm (2),8.81,the palm tree,NA
Dutch,pan,5.28,the pan,NA
Dutch,papegaai,3.592,the parrot,NA
Dutch,papier,18.56,the paper,NA
Dutch,pech,16.19,the bad luck,NA
Dutch,peddel,10.851,the paddle,NA
Dutch,pellen,5.46,to peel,NA
Dutch,pen,18.57,the pen,NA
Dutch,penis,4.492,the penis,NA
Dutch,peper,5.82,the pepper,NA
Dutch,persoon,2.1,the person,NA
Dutch,pijl,20.25,the arrow,NA
Dutch,pijn,16.31,the pain,NA
Dutch,pijnboom,8.64,the pine,NA
Dutch,pijp,8.691,the pipe,NA
Dutch,pil,23.22,the pill or tablet,NA
Dutch,pin,9.91,the peg,NA
Dutch,pissen,4.65,to piss,NA
Dutch,plaats,12.11,the place,NA
Dutch,plank,7.47,the shelf,NA
Dutch,plank,7.57,the board,NA
Dutch,plant,8.53,the plant,NA
Dutch,planten,8.531,to plant,NA
Dutch,plassen,4.65,to piss,NA
Dutch,plastic,23.57,the plastic,NA
Dutch,plat,12.71,flat,NA
Dutch,ploegen,8.21,to plough/plow,NA
Dutch,pluimvee,3.5,the fowl,Super-counterpart
Dutch,poepen,4.66,to shit,NA
Dutch,politie,23.33,the police,NA
Dutch,pols,4.321,the wrist,NA
Dutch,pompoen,8.931,the pumpkin or squash,NA
Dutch,poncho,6.411,the poncho,NA
Dutch,poort,7.22,the door or gate,Para-counterpart
Dutch,post (1),7.56,the post or pole,NA
Dutch,post (2),23.4,the post/mail,NA
Dutch,postzegel,23.41,the postage stamp,NA
Dutch,pot,5.26,the pot,NA
Dutch,pottenbakker,9.71,the potter,NA
Dutch,preken,22.22,to preach,NA
Dutch,president,23.31,the president,NA
Dutch,priem,6.37,the awl,NA
Dutch,priester,22.18,the priest,NA
Dutch,prijs,11.87,the price,NA
Dutch,proberen,17.48,to try,NA
Dutch,proeven,15.31,to taste,NA
Dutch,prostituee,19.72,the prostitute,NA
Dutch,pus,4.857,the pus,NA
Dutch,raam,7.25,the window,NA
Dutch,raden,17.171,to guess,NA
Dutch,radio,23.1,the radio,NA
Dutch,ram,3.26,the ram,NA
Dutch,rand,12.353,the edge,NA
Dutch,rat,3.63,the mouse or rat,Para-counterpart
Dutch,ratel,18.74,the rattle,NA
Dutch,rauw,5.122,raw,NA
Dutch,recht,12.73,straight,NA
Dutch,rechtbank,21.15,the court,NA
Dutch,rechter,21.18,the judge,NA
Dutch,rechts,12.41,right(1),NA
Dutch,rechtspreken,21.16,to adjudicate,NA
Dutch,redden,11.25,to rescue,NA
Dutch,reden,17.42,the cause,NA
Dutch,regen,1.75,the rain,NA
Dutch,regenboog,1.59,the rainbow,NA
Dutch,regeren,19.31,to rule or govern,NA
Dutch,regering,23.3,the government,NA
Dutch,reiger,3.583,the heron,NA
Dutch,rekening,11.66,the bill,NA
Dutch,remmen,23.18,to brake,NA
Dutch,rendier,3.871,the reindeer/caribou,NA
Dutch,rennen,10.46,to run,NA
Dutch,resten,12.17,the remains,NA
Dutch,rib,4.162,the rib,NA
Dutch,riem,10.85,the oar,NA
Dutch,rif,1.342,the reef,NA
Dutch,rijbewijs,23.34,the driver's license,NA
Dutch,rijden,10.66,to ride,NA
Dutch,rijk,11.51,rich,NA
Dutch,rijp,5.123,ripe,NA
Dutch,rijst,8.48,the rice,NA
Dutch,rijstveld,8.121,the paddy,NA
Dutch,rillen,4.68,to shiver,NA
Dutch,rimpelig,15.89,wrinkled,NA
Dutch,ring,6.73,the ring,NA
Dutch,rivier,1.36,the river or stream,NA
Dutch,rode peper,5.821,the chili pepper,NA
Dutch,roeien,10.852,to row,NA
Dutch,roer,10.86,the rudder,NA
Dutch,roeren,5.49,to stir or to mix,NA
Dutch,rog,3.664,the stingray,NA
Dutch,rogge,8.45,the rye,NA
Dutch,rok,6.46,the skirt,NA
Dutch,roken,8.69,to smoke,NA
Dutch,rollen,10.15,to roll,NA
Dutch,rond,12.81,round,NA
Dutch,rood,15.66,red,NA
Dutch,rook,1.83,the smoke,NA
Dutch,roos,4.146,the dandruff,NA
Dutch,rot,5.125,rotten,NA
Dutch,rots,1.44,the stone or rock,Para-counterpart
Dutch,rug,4.19,the back,NA
Dutch,ruggengraat,4.191,the spine,NA
Dutch,ruiken,15.21,to smell(1),NA
Dutch,ruiken,15.212,to sniff,NA
Dutch,ruiken,15.22,to smell(2),NA
Dutch,ruilen,11.83,to trade or barter,NA
Dutch,rund,3.2,the cattle,NA
Dutch,rusten,4.912,to rest,NA
Dutch,rustig,1.322,calm,NA
Dutch,ruw,1.323,rough(2),NA
Dutch,ruw,15.76,rough(1),NA
Dutch,ruzie,19.62,the quarrel,NA
Dutch,salaris,11.78,the wages,NA
Dutch,samenvoegen,12.22,to join,NA
Dutch,samenzwering,19.63,the plot,NA
Dutch,sap,8.76,the sap,NA
Dutch,savanne,1.411,the savanna,NA
Dutch,schaal,5.31,the dish,NA
Dutch,schaamhaar,4.145,the pubic hair,NA
Dutch,schaamspleet,4.494,the vulva,NA
Dutch,schaamte,16.45,the shame,NA
Dutch,schaap,3.25,the sheep,NA
Dutch,schaar,9.24,the scissors or shears,NA
Dutch,schaduw,1.63,the shade or shadow,NA
Dutch,schede,4.493,the vagina,NA
Dutch,schedel,4.202,the skull,NA
Dutch,scheermes,6.93,the razor,NA
Dutch,scheiden,12.23,to separate,NA
Dutch,scheiding,2.341,the divorce,NA
Dutch,schelp,3.655,the shell,NA
Dutch,schenken,9.35,to pour,NA
Dutch,scherp,15.78,sharp,NA
Dutch,scheuren,9.28,to tear,NA
Dutch,schieten,20.62,to shoot,NA
Dutch,schijnen,15.56,to shine,NA
Dutch,schijten,4.66,to shit,NA
Dutch,schild,20.34,the shield,NA
Dutch,schilderen,9.89,to paint,NA
Dutch,schildpad,3.98,the turtle,NA
Dutch,schillen,5.46,to peel,NA
Dutch,schip,10.81,the ship,NA
Dutch,schoen,6.51,the shoe,NA
Dutch,schoenmaker,6.54,the shoemaker,NA
Dutch,schoffel,8.25,the hoe,NA
Dutch,school,17.28,the school,NA
Dutch,schoon,15.87,clean,NA
Dutch,schoonbroer,2.6412,the sibling-in-law,Sub-counterpart
Dutch,schoondochter,2.64,the daughter-in-law (of a man),NA
Dutch,schoondochter,2.641,the daughter-in-law (of a woman),NA
Dutch,schoonkind,2.6411,the child-in-law,NA
Dutch,schoonmoeder,2.62,the mother-in-law (of a man),NA
Dutch,schoonmoeder,2.621,the mother-in-law (of a woman),NA
Dutch,schoonouders,2.622,the parents-in-law,NA
Dutch,schoonvader,2.61,the father-in-law (of a man),NA
Dutch,schoonvader,2.611,the father-in-law (of a woman),NA
Dutch,schoonzoon,2.63,the son-in-law (of a man),NA
Dutch,schoonzoon,2.631,the son-in-law (of a woman),NA
Dutch,schoonzuster,2.6412,the sibling-in-law,Sub-counterpart
Dutch,schoorsteen,7.33,the chimney,NA
Dutch,schop,8.24,the shovel,NA
Dutch,schorpioen,3.815,the scorpion,NA
Dutch,schotel,5.36,the saucer,NA
Dutch,schouder,4.3,the shoulder,NA
Dutch,schouderblad,4.301,the shoulderblade,NA
Dutch,schrappen,5.48,to scrape,NA
Dutch,schreeuwen,18.13,to shout,NA
Dutch,schreeuwen,18.18,to shriek,NA
Dutch,schrijven,18.51,to write,NA
Dutch,schroef,23.55,the screw,NA
Dutch,schroevendraaier,23.555,the screwdriver,NA
Dutch,schub,3.653,the scale,NA
Dutch,schudden,10.26,to shake,NA
Dutch,schuim,1.324,the foam,NA
Dutch,schuld,11.64,the debt,NA
Dutch,schuld,16.76,the fault,NA
Dutch,schuld,16.78,the blame,NA
Dutch,schuldig,21.35,guilty,NA
Dutch,schuldig zijn,11.63,to owe,NA
Dutch,seizoen,14.78,the season,NA
Dutch,seks hebben,4.67,to have sex,NA
Dutch,sieraad,6.71,the ornament or adornment,NA
Dutch,sigaret,23.59,the cigarette,NA
Dutch,sintel,1.841,the embers,NA
Dutch,slaaf,19.42,the slave,NA
Dutch,slaan,9.21,to strike or hit or beat,NA
Dutch,slaap,4.201,the temples,NA
Dutch,slak,3.94,the snail,NA
Dutch,slang,3.85,the snake,NA
Dutch,slapen,4.61,to sleep,NA
Dutch,sle(d)e,10.79,the sledge/sled,NA
Dutch,slecht,16.72,bad,NA
Dutch,sleutel,7.24,the key,NA
Dutch,sleutelbeen,4.302,the collarbone,NA
Dutch,slijpsteen,9.93,the whetstone,NA
Dutch,slim,16.84,clever,NA
Dutch,sloot,8.17,the ditch,NA
Dutch,slot,7.23,the lock,NA
Dutch,sluier,6.59,the veil,NA
Dutch,sluiten,12.25,to shut,NA
Dutch,smaken,15.31,to taste,NA
Dutch,smeden,9.61,to forge,NA
Dutch,smid,9.6,the blacksmith,NA
Dutch,sneeuw,1.76,the snow,NA
Dutch,sneeuwschoen,6.98,the snowshoe,NA
Dutch,snel,14.21,fast,NA
Dutch,snoep,23.565,the candy/sweets,NA
Dutch,snot,4.232,the nasal mucus,NA
Dutch,snurken,4.612,to snore,NA
Dutch,soep,5.64,the soup,NA
Dutch,sok,6.49,the sock or stocking,NA
Dutch,soldaat,20.17,the soldier,NA
Dutch,soms,14.33,sometimes,NA
Dutch,sorghum,8.911,the millet or sorghum,NA
Dutch,spade,8.23,the spade,NA
Dutch,spar,8.65,the fir,NA
Dutch,spatten,10.352,to splash,NA
Dutch,specie,7.63,the mortar(2),NA
Dutch,speer,20.26,the spear,NA
Dutch,speld,6.63,the pin,NA
Dutch,spelen,16.26,to play,NA
Dutch,spiegel,6.96,the mirror,NA
Dutch,spijker,9.5,the nail,NA
Dutch,spijt hebben,16.34,to regret or be sorry,NA
Dutch,spin,3.818,the spider,NA
Dutch,spindel,6.32,the spindle,NA
Dutch,spinnen,6.31,to spin,NA
Dutch,spits,12.352,pointed,NA
Dutch,splijten,9.27,to split,NA
Dutch,spoedig,14.331,soon,NA
Dutch,spook,22.45,the ghost,NA
Dutch,spreken,18.21,to speak or talk,NA
Dutch,springen,10.43,to jump,NA
Dutch,sprinkhaan,3.93,the grasshopper,NA
Dutch,spugen,4.56,to spit,NA
Dutch,staan,12.15,to stand,NA
Dutch,staart,4.18,the tail,NA
Dutch,stad,19.15,the town,NA
Dutch,stal,3.19,the stable or stall,NA
Dutch,stamelen,18.211,to stutter or stammer,NA
Dutch,stamper,5.59,the pestle,NA
Dutch,standbeeld,9.83,the statue,NA
Dutch,steen,1.44,the stone or rock,NA
Dutch,steenpuist,4.856,the boil,NA
Dutch,steken,9.223,to stab,NA
Dutch,stelen,21.51,to steal,NA
Dutch,stem,18.11,the voice,NA
Dutch,ster,1.54,the star,NA
Dutch,sterk,4.81,strong,NA
Dutch,sterven,4.75,to die,NA
Dutch,stiefdochter,2.74,the stepdaughter,NA
Dutch,stiefmoeder,2.72,the stepmother,NA
Dutch,stiefvader,2.71,the stepfather,NA
Dutch,stiefzoon,2.73,the stepson,NA
Dutch,stier,3.21,the bull,NA
Dutch,stil,15.46,quiet,NA
Dutch,stinkend,15.26,stinking,NA
Dutch,stoel,7.43,the chair,NA
Dutch,stof (1),1.213,the dust,NA
Dutch,stof (2),6.21,the cloth,NA
Dutch,stom,4.96,mute,NA
Dutch,stoom,1.831,the steam,NA
Dutch,stoppen,14.28,to cease,NA
Dutch,storm,1.58,the storm,NA
Dutch,stotteren,18.211,to stutter or stammer,NA
Dutch,straat,23.395,the street,NA
Dutch,straf,21.37,the penalty or punishment,NA
Dutch,strijd,20.13,the war or battle,NA
Dutch,strijdbijl,20.222,the battle-axe,NA
Dutch,strijden,20.11,to fight,NA
Dutch,strik,20.64,the trap,NA
Dutch,strodak,7.52,the thatch,NA
Dutch,stromen,10.32,to flow,NA
Dutch,stronk,8.72,the tree stump,NA
Dutch,stroom,1.36,the river or stream,NA
Dutch,studeren,17.242,to study,NA
Dutch,stuk (1),13.231,the piece,NA
Dutch,stuk (2),9.261,broken,NA
Dutch,sturen,10.63,to send,NA
Dutch,suiker,5.85,the sugar,NA
Dutch,suikerriet,8.941,the sugar cane,NA
Dutch,taal,18.24,the language,NA
Dutch,tabak,8.68,the tobacco,NA
Dutch,tafel,7.44,the table,NA
Dutch,tak,8.55,the branch,NA
Dutch,tand,4.27,the tooth,NA
Dutch,tandvlees,4.271,the gums,NA
Dutch,tang,5.391,the tongs,NA
Dutch,tante,2.52,the aunt,NA
Dutch,tante,2.521,the mother's sister,NA
Dutch,tante,2.522,the father's sister,NA
Dutch,tapijt,9.771,the rug,NA
Dutch,tapir,3.99,the tapir,NA
Dutch,tarwe,8.43,the wheat,NA
Dutch,tatoeëring,6.79,the tattoo,NA
Dutch,te,12.013,at,NA
Dutch,teek,3.835,the tick,NA
Dutch,teen,4.38,the toe,NA
Dutch,telefoon,23.12,the telephone,NA
Dutch,televisie,23.11,the television,NA
Dutch,tellen,13.107,to count,NA
Dutch,tempel,22.13,the temple,NA
Dutch,tent,7.14,the tent,NA
Dutch,tepel,4.412,the nipple or teat,NA
Dutch,termiet,3.834,the termites,NA
Dutch,teruggeven,11.22,to give back,NA
Dutch,terugkomen,10.481,to come back,NA
Dutch,testikels,4.49,the testicles,NA
Dutch,thee,23.9,the tea,NA
Dutch,tien,13.1,ten,NA
Dutch,tijd,14.11,the time,NA
Dutch,timmerman,9.43,the carpenter,NA
Dutch,tin,9.69,the tin or tinplate,NA
Dutch,toegeven,18.33,to admit,NA
Dutch,toekan,3.598,the toucan,NA
Dutch,toespraak,18.222,the speech,NA
Dutch,toestaan,19.47,to permit,NA
Dutch,toilet,23.52,the toilet,NA
Dutch,tonen,15.55,to show,NA
Dutch,tong,4.26,the tongue,NA
Dutch,top,12.33,the top,NA
Dutch,toren,20.36,the tower,NA
Dutch,touw,9.19,the rope,NA
Dutch,tovenaar,22.43,the sorcerer or witch,NA
Dutch,toverij,22.42,the magic,NA
Dutch,traag,14.22,slow,NA
Dutch,traan,16.38,the tear,NA
Dutch,trachten,17.48,to try,NA
Dutch,trappen,10.431,to kick,NA
Dutch,trein,23.155,the train,NA
Dutch,trekken,9.33,to pull,NA
Dutch,trog,7.48,the trough,NA
Dutch,trom,18.72,the drum,NA
Dutch,trommel,18.72,the drum,NA
Dutch,trompet,18.73,the horn or trumpet,NA
Dutch,trots,16.48,proud,NA
Dutch,trouw,16.65,faithful,NA
Dutch,trouwen,2.33,to marry,NA
Dutch,tuin,8.13,the garden,NA
Dutch,tuinhuis,7.131,the garden-house,NA
Dutch,twaalf,13.102,twelve,NA
Dutch,twee,13.02,two,NA
Dutch,tweede,13.36,second,NA
Dutch,tweeling,2.458,the twins,NA
Dutch,tweemaal,13.38,twice/two times,NA
Dutch,twijfel,17.43,the doubt,NA
Dutch,twintig,13.104,twenty,NA
Dutch,uier,4.42,the udder,NA
Dutch,uil,3.596,the owl,NA
Dutch,uithollen,9.461,to hollow out,NA
Dutch,uitleggen,17.38,to explain,NA
Dutch,uitnodigen,19.565,to invite,NA
Dutch,uitpersen,9.343,to squeeze,NA
Dutch,uitrekken,9.32,to stretch,NA
Dutch,uitspreiden,9.34,to spread out,NA
Dutch,uur,14.51,the hour,NA
Dutch,vaak,14.32,often,NA
Dutch,vadem,12.541,the fathom,NA
Dutch,vader,2.35,the father,NA
Dutch,vaderland,19.12,the native country,NA
Dutch,vagina,4.493,the vagina,NA
Dutch,val,20.64,the trap,NA
Dutch,vallei,1.24,the valley,Exact counterpart
Dutch,vallen,10.23,to fall,NA
Dutch,vandaag,14.47,today,NA
Dutch,vangen,10.252,to catch,NA
Dutch,vangen,20.65,to trap,NA
Dutch,varken,3.35,the pig,NA
Dutch,vasteland,1.26,the mainland,NA
Dutch,vasten,22.26,to fast,NA
Dutch,vasthouden,11.15,to hold,NA
Dutch,vastpakken,11.14,to grasp,NA
Dutch,vechten,20.11,to fight,NA
Dutch,vee,3.15,the livestock,NA
Dutch,veel,13.15,many,NA
Dutch,veer,4.393,the feather,NA
Dutch,vegen,9.37,to sweep,NA
Dutch,veld,8.12,the field,NA
Dutch,vellen,9.221,to cut down,NA
Dutch,venster,7.25,the window,NA
Dutch,ver,12.44,far,NA
Dutch,veranderen,12.93,to change,NA
Dutch,verbaasd,16.15,surprised or astonished,NA
Dutch,verbergen,12.27,to hide,NA
Dutch,verbieden,18.38,to forbid,NA
Dutch,verbinden,12.22,to join,NA
Dutch,verbranden,1.851,to burn(1),NA
Dutch,verdachte,21.22,the defendant,NA
Dutch,verdedigen,20.44,to defend,NA
Dutch,verdelen,12.232,to divide,NA
Dutch,verdienen,11.79,to earn,NA
Dutch,verdriet,16.32,the grief,NA
Dutch,verdrinken,4.751,to drown,NA
Dutch,verdwijnen,10.491,to disappear,NA
Dutch,vereren,22.16,to worship,NA
Dutch,verf,9.88,the paint,NA
Dutch,vergaderhuis,7.18,the meeting house,NA
Dutch,vergeten,17.32,to forget,NA
Dutch,vergeven,16.69,to forgive,NA
Dutch,verhinderen,19.59,to prevent,NA
Dutch,verkeerd,16.74,wrong,NA
Dutch,verkiezing,23.38,the election,NA
Dutch,verkopen,11.82,to sell,NA
Dutch,verkoudheid,4.843,the cold,NA
Dutch,verlangen,16.62,to want,NA
Dutch,verliezen,11.33,to lose,NA
Dutch,vermoeden,17.44,to suspect,NA
Dutch,vernietigen,11.27,to destroy,NA
Dutch,veroordelen,21.32,to condemn,NA
Dutch,veroordelen,21.33,to convict,NA
Dutch,verpleegster,23.21,the nurse,NA
Dutch,verraden,17.441,to betray,NA
Dutch,verstand,17.11,the mind,NA
Dutch,verstandig,17.21,wise,NA
Dutch,verstikken,5.19,to choke,NA
Dutch,verstoppen,12.27,to hide,NA
Dutch,vertellen,18.221,to tell,NA
Dutch,verven,6.39,to dye,NA
Dutch,verven,9.89,to paint,NA
Dutch,vervloeken,22.24,to curse,NA
Dutch,verwanten,2.81,the relatives,NA
Dutch,verwekken,4.71,to beget,NA
Dutch,verwonden,11.28,to injure,NA
Dutch,verzamelen,12.21,to gather,NA
Dutch,verzoeken,18.35,to ask(2),NA
Dutch,vesting,20.35,the fortress,NA
Dutch,vet,5.791,the grease or fat,NA
Dutch,veulen,3.45,the foal or colt,NA
Dutch,vier,13.04,four,NA
Dutch,vierkant,12.78,the square,NA
Dutch,vijand,19.52,the enemy,NA
Dutch,vijf,13.05,five,NA
Dutch,vijftien,13.103,fifteen,NA
Dutch,vijg,5.75,the fig,NA
Dutch,vijzel,5.58,the mortar(1),NA
Dutch,villen,9.29,to skin,NA
Dutch,vilt,6.27,the felt,NA
Dutch,vin,3.652,the fin,NA
Dutch,vinden,11.32,to find,NA
Dutch,vinger,4.34,the finger,NA
Dutch,vis,3.65,the fish,NA
Dutch,vishaak,20.52,the fishhook,NA
Dutch,vislijn,20.53,the fishing line,NA
Dutch,visnet,20.54,the fishnet,NA
Dutch,vissengif,8.96,the fish poison,NA
Dutch,visser,20.51,the fisherman,NA
Dutch,vlak,12.71,flat,NA
Dutch,vlakte,1.23,the plain,NA
Dutch,vlam,1.82,the flame,NA
Dutch,vlecht,6.921,the plait/braid,NA
Dutch,vlechten,9.75,to weave or plait/braid,NA
Dutch,vleermuis,3.591,the bat,NA
Dutch,vlees,4.13,the flesh,NA
Dutch,vlees,5.61,the meat,NA
Dutch,vleugel,4.392,the wing,NA
Dutch,vlieg,3.83,the fly,NA
Dutch,vliegen,10.37,to fly,NA
Dutch,vliegtuig,23.16,the airplane,NA
Dutch,vlinder,3.92,the butterfly,NA
Dutch,vlo,3.813,the flea,NA
Dutch,vloed,1.354,the high tide,NA
Dutch,vloer,7.26,the floor,NA
Dutch,vlot,10.84,the raft,NA
Dutch,vluchten,10.51,to flee,NA
Dutch,voedsel,5.12,the food,NA
Dutch,voelen,15.72,to feel,NA
Dutch,voet,4.37,the foot,NA
Dutch,voetafdruk,4.374,the footprint,NA
Dutch,vogel,3.581,the bird,NA
Dutch,vol,13.21,full,NA
Dutch,volgen,10.52,to follow,NA
Dutch,volgende,24.12,next,NA
Dutch,vonnis,21.17,the judgment,NA
Dutch,voor,12.04,before,NA
Dutch,voor,12.041,in front of,NA
Dutch,voorhoofd,4.205,the forehead,NA
Dutch,voorjaar,14.75,the spring(2),NA
Dutch,voorouders,2.56,the ancestors,NA
Dutch,voorteken,22.47,the omen,NA
Dutch,vore,8.212,the furrow,NA
Dutch,vork,5.39,the fork,NA
Dutch,vork,8.26,the fork(2)/pitchfork,NA
Dutch,vos,3.74,the fox,NA
Dutch,vouwen,9.15,to fold,NA
Dutch,vragen,18.31,to ask(1),NA
Dutch,vragen,18.35,to ask(2),NA
Dutch,vrede,20.14,the peace,NA
Dutch,vreemde,19.55,the stranger,NA
Dutch,vreemdeling,19.55,the stranger,NA
Dutch,vriend,19.51,the friend,NA
Dutch,vrijdag,14.67,Friday,NA
Dutch,vrije,19.44,the freeman,NA
Dutch,vrijspreken,21.34,to acquit,NA
Dutch,vroeg,14.16,early,NA
Dutch,vrouw (1),2.22,the woman,NA
Dutch,vrouw (1),2.471,the old woman,Super-counterpart
Dutch,vrouw (2),2.32,the wife,NA
Dutch,vrouwelijk,2.24,female(1),NA
Dutch,vrouwtjes-,3.13,female(2),NA
Dutch,vuil,15.88,dirty,NA
Dutch,vulva,4.494,the vulva,NA
Dutch,vuur,1.81,the fire,NA
Dutch,waaier,9.79,the fan,NA
Dutch,waar (1),16.66,true,NA
Dutch,waar (2),17.66,where?,NA
Dutch,waarom,17.69,why?,NA
Dutch,wagen,10.75,the cart or wagon,NA
Dutch,walvis,3.663,the whale,NA
Dutch,wandelstok,19.25,the walking stick,NA
Dutch,wang,4.208,the cheek,NA
Dutch,wanneer,17.65,when?,NA
Dutch,wapens,20.21,the weapons,NA
Dutch,warm,15.851,warm,NA
Dutch,wasbeer,3.866,the raccoon,NA
Dutch,wassen,9.36,to wash,NA
Dutch,wat,17.64,what?,NA
Dutch,water,1.31,the water,NA
Dutch,water putten,9.9,to draw water,NA
Dutch,waterval,1.39,the waterfall,NA
Dutch,wc,23.52,the toilet,NA
Dutch,web,3.819,the spider web,NA
Dutch,weduwe,2.76,the widow,NA
Dutch,weduwnaar,2.77,the widower,NA
Dutch,weefgetouw,6.34,the loom,NA
Dutch,week,14.61,the week,NA
Dutch,weer (1),1.78,the weather,NA
Dutch,weer (2),14.35,again,NA
Dutch,weerhouden,19.59,to prevent,NA
Dutch,wees,2.75,the orphan,NA
Dutch,weg,10.71,the road,NA
Dutch,wegen,11.92,to weigh,NA
Dutch,weggaan,10.474,to go out,NA
Dutch,weggaan,10.49,to leave,NA
Dutch,weide,3.16,the pasture,NA
Dutch,weigeren,18.37,to refuse,NA
Dutch,weinig,13.17,few,NA
Dutch,wekken,4.63,to wake up,NA
Dutch,welke,17.67,which?,NA
Dutch,welriekend,15.25,fragrant,NA
Dutch,wenen,16.37,to cry,NA
Dutch,wenkbrauw,4.212,the eyebrow,NA
Dutch,wensen,16.62,to want,NA
Dutch,wereld,1.1,the world,NA
Dutch,werk,9.12,the work,NA
Dutch,werkplaats,23.58,the workshop,NA
Dutch,werktuig,9.422,the tool,NA
Dutch,werpen,10.25,to throw,NA
Dutch,wesp,3.823,the wasp,NA
Dutch,westen,12.46,the west,NA
Dutch,wet,21.11,the law,NA
Dutch,weten,17.17,to know,NA
Dutch,weven,6.33,to weave,NA
Dutch,wie,17.68,who?,NA
Dutch,wiel,10.76,the wheel,NA
Dutch,wij,2.94,we,NA
Dutch,wij,2.941,we (inclusive),Exact counterpart
Dutch,wij,2.942,we (exclusive),Exact counterpart
Dutch,wijd,12.61,wide,NA
Dutch,wijn,5.92,the wine,NA
Dutch,wijs (1),17.21,wise,NA
Dutch,wijs (2),17.49,the manner,NA
Dutch,wikkelen,10.14,to wrap,NA
Dutch,wild zwijn,3.32,the boar,NA
Dutch,wind,1.72,the wind,NA
Dutch,wingerd,8.67,the vine,NA
Dutch,winkel,11.86,the shop/store,NA
Dutch,winter,14.74,the winter,NA
Dutch,wit,15.64,white,NA
Dutch,woede,16.42,the anger,NA
Dutch,woensdag,14.65,Wednesday,NA
Dutch,wol,6.22,the wool,NA
Dutch,wolf,3.71,the wolf,NA
Dutch,wolk,1.73,the cloud,NA
Dutch,wond,4.85,the wound or sore,NA
Dutch,wonen,7.11,to live,NA
